full_text,text_clean,token,text_normalized,stop,stemmed,polarity
@HeyNopalll @macabemac Kalo gw kmrin ngiklan di Olx Carousell FB Marketplace katanya doi dapet di Facebook be careful aja gan kalo nemu yg begini jual perantara2 better jual sama yg beli nya langsung,kalo gw kmrin ngiklan di olx carousell fb marketplace katanya doi dapet di facebook be careful aja gan kalo nemu yg begini jual perantara better jual sama yg beli nya langsung,"['kalo', 'gw', 'kmrin', 'ngiklan', 'di', 'olx', 'carousell', 'fb', 'marketplace', 'katanya', 'doi', 'dapet', 'di', 'facebook', 'be', 'careful', 'aja', 'gan', 'kalo', 'nemu', 'yg', 'begini', 'jual', 'perantara', 'better', 'jual', 'sama', 'yg', 'beli', 'nya', 'langsung']",kalaupun saya kemarin ngiklan di olx carousell fb marketplace katanya doi dapat di facebook be careful saja gan kalaupun nemu yang begini jual perantara better jual sama yang beli nya langsung,"['kalo', 'gw', 'kmrin', 'ngiklan', 'olx', 'carousell', 'fb', 'marketplace', 'katanya', 'doi', 'dapet', 'facebook', 'be', 'careful', 'aja', 'gan', 'kalo', 'nemu', 'yg', 'begini', 'jual', 'perantara', 'better', 'jual', 'sama', 'yg', 'beli', 'nya', 'langsung']","['kalo', 'gw', 'kmrin', 'ngiklan', 'olx', 'carousell', 'fb', 'marketplace', 'katanya', 'doi', 'dapet', 'facebook', 'be', 'careful', 'aja', 'gan', 'kalo', 'nemu', 'yg', 'begini', 'jual', 'perantara', 'better', 'jual', 'sama', 'yg', 'beli', 'nya', 'langsung']",positive
@worldgonnaknow Ran coba cek marketplace group jual beli dsb di facebook. Tetangga ku kemalingan ebike nya ketemu di group fb si maling ngejual dengan alasan moving out sale ,ran coba cek marketplace group jual beli dsb di facebook tetangga ku kemalingan ebike nya ketemu di group fb si maling ngejual dengan alasan moving out sale,"['ran', 'coba', 'cek', 'marketplace', 'group', 'jual', 'beli', 'dsb', 'di', 'facebook', 'tetangga', 'ku', 'kemalingan', 'ebike', 'nya', 'ketemu', 'di', 'group', 'fb', 'si', 'maling', 'ngejual', 'dengan', 'alasan', 'moving', 'out', 'sale']",ran coba cek marketplace group jual beli dan sebagainya di facebook tetangga ku kemalingan ebike nya ketemu di group fb si maling ngejual dengan alasan moving keluar sale,"['ran', 'coba', 'cek', 'marketplace', 'group', 'jual', 'beli', 'facebook', 'tetangga', 'ku', 'kemalingan', 'ebike', 'nya', 'ketemu', 'group', 'fb', 'si', 'maling', 'ngejual', 'alasan', 'moving', 'out', 'sale']","['ran', 'coba', 'cek', 'marketplace', 'group', 'jual', 'beli', 'facebook', 'tetangga', 'ku', 'kemalingan', 'ebike', 'nya', 'ketemu', 'group', 'fb', 'si', 'maling', 'ngejual', 'alasan', 'moving', 'out', 'sale']",negative
Sebelum gua cerita ini tips dari gua kalau kalian mau jual beli diluar dari marketplace / ecommerce (Twitter facebook olx dll) biar ga ketipu. 1. Buat pembeli yang sangat sangat harus adalah LU TRANSAKSI COD!! itu wajib karena buat meminimalisir ketipu setidaknya lu bisa,sebelum gua cerita ini tips dari gua kalau kalian mau jual beli diluar dari marketplace ecommerce twitter facebook olx dll biar ga ketipu buat pembeli yang sangat sangat harus adalah lu transaksi cod itu wajib karena buat meminimalisir ketipu setidaknya lu bisa,"['sebelum', 'gua', 'cerita', 'ini', 'tips', 'dari', 'gua', 'kalau', 'kalian', 'mau', 'jual', 'beli', 'diluar', 'dari', 'marketplace', 'ecommerce', 'twitter', 'facebook', 'olx', 'dll', 'biar', 'ga', 'ketipu', 'buat', 'pembeli', 'yang', 'sangat', 'sangat', 'harus', 'adalah', 'lu', 'transaksi', 'cod', 'itu', 'wajib', 'karena', 'buat', 'meminimalisir', 'ketipu', 'setidaknya', 'lu', 'bisa']",sebelum saya cerita ini tips dari saya kalau kalian mau jual beli diluar dari marketplace ecommerce twitter facebook olx dan lain-lain biar tidak ketipu buat pembeli yang sangat sangat harus adalah kamu transaksi cod itu wajib karena buat meminimalisir ketipu setidaknya kamu bisa,"['gua', 'cerita', 'tips', 'gua', 'kalau', 'kalian', 'mau', 'jual', 'beli', 'diluar', 'marketplace', 'ecommerce', 'twitter', 'facebook', 'olx', 'biar', 'ga', 'ketipu', 'buat', 'pembeli', 'sangat', 'sangat', 'lu', 'transaksi', 'cod', 'wajib', 'buat', 'meminimalisir', 'ketipu', 'lu']","['gua', 'cerita', 'tips', 'gua', 'kalau', 'kalian', 'mau', 'jual', 'beli', 'diluar', 'marketplace', 'ecommerce', 'twitter', 'facebook', 'olx', 'biar', 'ga', 'ketipu', 'buat', 'pembeli', 'sangat', 'sangat', 'lu', 'transaksi', 'cod', 'wajib', 'buat', 'meminimalisir', 'ketipu', 'lu']",positive
Jadi kan laptop sebelumnya yaitu Asus TUF Gaming yang dia beli tahun lalu akhirnya memutuskan di jual. Dia taro di marketplace facebook banyak yang nawar. Ada yang serius dan ada yang keterlaluan juga nawarnya wkwkw.,jadi kan laptop sebelumnya yaitu asus tuf gaming yang dia beli tahun lalu akhirnya memutuskan di jual dia taro di marketplace facebook banyak yang nawar ada yang serius dan ada yang keterlaluan juga nawarnya wkwkw,"['jadi', 'kan', 'laptop', 'sebelumnya', 'yaitu', 'asus', 'tuf', 'gaming', 'yang', 'dia', 'beli', 'tahun', 'lalu', 'akhirnya', 'memutuskan', 'di', 'jual', 'dia', 'taro', 'di', 'marketplace', 'facebook', 'banyak', 'yang', 'nawar', 'ada', 'yang', 'serius', 'dan', 'ada', 'yang', 'keterlaluan', 'juga', 'nawarnya', 'wkwkw']",jadi kan laptop sebelumnya yaitu asus tuf gaming yang dia beli tahun lalu akhirnya memutuskan di jual dia taro di marketplace facebook banyak yang nawar ada yang serius dan ada yang keterlaluan juga nawarnya wkwkw,"['jadi', 'kan', 'laptop', 'sebelumnya', 'asus', 'tuf', 'gaming', 'beli', 'tahun', 'lalu', 'akhirnya', 'memutuskan', 'jual', 'taro', 'marketplace', 'facebook', 'banyak', 'nawar', 'serius', 'keterlaluan', 'nawarnya', 'wkwkw']","['jadi', 'kan', 'laptop', 'sebelumnya', 'asus', 'tuf', 'gaming', 'beli', 'tahun', 'lalu', 'akhirnya', 'memutuskan', 'jual', 'taro', 'marketplace', 'facebook', 'banyak', 'nawar', 'serius', 'keterlaluan', 'nawarnya', 'wkwkw']",positive
@friantina @11dwi facebook marketplace te harus masuk group2 jual beli gitu ga sih Da?,facebook marketplace te harus masuk group jual beli gitu ga sih da,"['facebook', 'marketplace', 'te', 'harus', 'masuk', 'group', 'jual', 'beli', 'gitu', 'ga', 'sih', 'da']",facebook marketplace te harus masuk group jual beli begitu tidak sih ada,"['facebook', 'marketplace', 'te', 'masuk', 'group', 'jual', 'beli', 'gitu', 'ga', 'sih', 'da']","['facebook', 'marketplace', 'te', 'masuk', 'group', 'jual', 'beli', 'gitu', 'ga', 'sih', 'da']",positive
@jembermfs Jual di Facebook marketplace pasti cepet laku bahkan ada yg khusus jual beli printer bekas jember... Kalau disini banyak cepu,jual di facebook marketplace pasti cepet laku bahkan ada yg khusus jual beli printer bekas jember kalau disini banyak cepu,"['jual', 'di', 'facebook', 'marketplace', 'pasti', 'cepet', 'laku', 'bahkan', 'ada', 'yg', 'khusus', 'jual', 'beli', 'printer', 'bekas', 'jember', 'kalau', 'disini', 'banyak', 'cepu']",jual di facebook marketplace pasti cepat laku bahkan ada yang khusus jual beli printer bekas jember kalau disini banyak cepu,"['jual', 'facebook', 'marketplace', 'cepet', 'laku', 'bahkan', 'yg', 'khusus', 'jual', 'beli', 'printer', 'bekas', 'jember', 'kalau', 'disini', 'banyak', 'cepu']","['jual', 'facebook', 'marketplace', 'cepet', 'laku', 'bahkan', 'yg', 'khusus', 'jual', 'beli', 'printer', 'bekas', 'jember', 'kalau', 'disini', 'banyak', 'cepu']",positive
@KediriFess Golek ono ndek marketplace facebook mbak / jual beli barang second kediri.. golek i merk helm karo tanggal posting terbaru ngko jak en COD awokawokawok,golek ono ndek marketplace facebook mbak jual beli barang second kediri golek merk helm karo tanggal posting terbaru ngko jak en cod awokawokawok,"['golek', 'ono', 'ndek', 'marketplace', 'facebook', 'mbak', 'jual', 'beli', 'barang', 'second', 'kediri', 'golek', 'merk', 'helm', 'karo', 'tanggal', 'posting', 'terbaru', 'ngko', 'jak', 'en', 'cod', 'awokawokawok']",golek sana ndek marketplace facebook mbak jual beli barang second kediri golek merk helm karo tanggal posting terbaru ngko jak dan cod awokawokawok,"['golek', 'ono', 'ndek', 'marketplace', 'facebook', 'mbak', 'jual', 'beli', 'barang', 'second', 'kediri', 'golek', 'merk', 'helm', 'karo', 'tanggal', 'posting', 'terbaru', 'ngko', 'jak', 'en', 'cod', 'awokawokawok']","['golek', 'ono', 'ndek', 'marketplace', 'facebook', 'mbak', 'jual', 'beli', 'barang', 'second', 'kediri', 'golek', 'merk', 'helm', 'karo', 'tanggal', 'posting', 'terbaru', 'ngko', 'jak', 'en', 'cod', 'awokawokawok']",positive
Godek Facebook Marketplace dulu. Jgn beli baru. Banyak parents dah start jual barang2 yang lebih tu hambat je murah2. Dah takde baru cari kedai.,godek facebook marketplace dulu jgn beli baru banyak parents dah start jual barang yang lebih tu hambat je murah dah takde baru cari kedai,"['godek', 'facebook', 'marketplace', 'dulu', 'jgn', 'beli', 'baru', 'banyak', 'parents', 'dah', 'start', 'jual', 'barang', 'yang', 'lebih', 'tu', 'hambat', 'je', 'murah', 'dah', 'takde', 'baru', 'cari', 'kedai']",godek facebook marketplace dulu jangan beli baru banyak parents sudah start jual barang yang lebih itu hambat je murah sudah takde baru cari kedai,"['godek', 'facebook', 'marketplace', 'dulu', 'jgn', 'beli', 'baru', 'banyak', 'parents', 'dah', 'start', 'jual', 'barang', 'lebih', 'tu', 'hambat', 'je', 'murah', 'dah', 'takde', 'baru', 'cari', 'kedai']","['godek', 'facebook', 'marketplace', 'dulu', 'jgn', 'beli', 'baru', 'banyak', 'parents', 'dah', 'start', 'jual', 'barang', 'lebih', 'tu', 'hambat', 'je', 'murah', 'dah', 'takde', 'baru', 'cari', 'kedai']",positive
facebook marketplace emg apa aja ada.. termasuk tipe calon buyer apa aja juga. jual sepatu new balance 993 preloved 2.8jt ditawar 200k lah dikomen nb apaan nih sampe 2jutaan ada jg yang gak jadi beli soalnya kata reseller sebelah itu fake ,facebook marketplace emg apa aja ada termasuk tipe calon buyer apa aja juga jual sepatu new balance preloved jt ditawar lah dikomen nb apaan nih sampe jutaan ada jg yang gak jadi beli soalnya kata reseller sebelah itu fake,"['facebook', 'marketplace', 'emg', 'apa', 'aja', 'ada', 'termasuk', 'tipe', 'calon', 'buyer', 'apa', 'aja', 'juga', 'jual', 'sepatu', 'new', 'balance', 'preloved', 'jt', 'ditawar', 'lah', 'dikomen', 'nb', 'apaan', 'nih', 'sampe', 'jutaan', 'ada', 'jg', 'yang', 'gak', 'jadi', 'beli', 'soalnya', 'kata', 'reseller', 'sebelah', 'itu', 'fake']",facebook marketplace memang apa saja ada termasuk tipe calon buyer apa saja juga jual sepatu new balance preloved juta ditawar lah dikomen nb apaan ini sampai jutaan ada juga yang tidak jadi beli soalnya kata reseller sebelah itu fake,"['facebook', 'marketplace', 'emg', 'apa', 'aja', 'termasuk', 'tipe', 'calon', 'buyer', 'apa', 'aja', 'jual', 'sepatu', 'new', 'balance', 'preloved', 'jt', 'ditawar', 'lah', 'dikomen', 'nb', 'apaan', 'nih', 'sampe', 'jutaan', 'jg', 'gak', 'jadi', 'beli', 'soalnya', 'kata', 'reseller', 'sebelah', 'fake']","['facebook', 'marketplace', 'emg', 'apa', 'aja', 'termasuk', 'tipe', 'calon', 'buyer', 'apa', 'aja', 'jual', 'sepatu', 'new', 'balance', 'preloved', 'jt', 'ditawar', 'lah', 'dikomen', 'nb', 'apaan', 'nih', 'sampe', 'jutaan', 'jg', 'gak', 'jadi', 'beli', 'soalnya', 'kata', 'reseller', 'sebelah', 'fake']",positive
Ternyata marketplace facebook efektif juga buat jualan. Ga ada satu jam posting produk disana eh udh ada yg chat buat nanya dan beli produknya. Pdhl awalnya ragu bakal laku klo jualan di fb ,ternyata marketplace facebook efektif juga buat jualan ga ada satu jam posting produk disana eh udh ada yg chat buat nanya dan beli produknya pdhl awalnya ragu bakal laku klo jualan di fb,"['ternyata', 'marketplace', 'facebook', 'efektif', 'juga', 'buat', 'jualan', 'ga', 'ada', 'satu', 'jam', 'posting', 'produk', 'disana', 'eh', 'udh', 'ada', 'yg', 'chat', 'buat', 'nanya', 'dan', 'beli', 'produknya', 'pdhl', 'awalnya', 'ragu', 'bakal', 'laku', 'klo', 'jualan', 'di', 'fb']",ternyata marketplace facebook efektif juga buat jualan tidak ada satu jam posting produk disana eh sudah ada yang chat buat nanya dan beli produknya padahal awalnya ragu bakal laku kalau jualan di fb,"['ternyata', 'marketplace', 'facebook', 'efektif', 'buat', 'jualan', 'ga', 'satu', 'jam', 'posting', 'produk', 'disana', 'eh', 'udh', 'yg', 'chat', 'buat', 'nanya', 'beli', 'produknya', 'pdhl', 'awalnya', 'ragu', 'bakal', 'laku', 'klo', 'jualan', 'fb']","['ternyata', 'marketplace', 'facebook', 'efektif', 'buat', 'jualan', 'ga', 'satu', 'jam', 'posting', 'produk', 'disana', 'eh', 'udh', 'yg', 'chat', 'buat', 'nanya', 'beli', 'produknya', 'pdhl', 'awalnya', 'ragu', 'bakal', 'laku', 'klo', 'jualan', 'fb']",positive
Dapet Honda C70 dari Facebook Marketplace tempat jual-beli yg harus daku akui ajaib memang. - Harga worth it - Restorasi (belum full) - Mesin enakeun asli tahun '75 - Bonus aksesoris - Pajak baru mati 2023 masih oke lah buat diperpanjang Tinggal lanjutin tipis-tipis.,dapet honda dari facebook marketplace tempat jualbeli yg harus daku akui ajaib memang harga worth it restorasi belum full mesin enakeun asli tahun bonus aksesoris pajak baru mati masih oke lah buat diperpanjang tinggal lanjutin tipistipis,"['dapet', 'honda', 'dari', 'facebook', 'marketplace', 'tempat', 'jualbeli', 'yg', 'harus', 'daku', 'akui', 'ajaib', 'memang', 'harga', 'worth', 'it', 'restorasi', 'belum', 'full', 'mesin', 'enakeun', 'asli', 'tahun', 'bonus', 'aksesoris', 'pajak', 'baru', 'mati', 'masih', 'oke', 'lah', 'buat', 'diperpanjang', 'tinggal', 'lanjutin', 'tipistipis']",dapat honda dari facebook marketplace tempat jualbeli yang harus daku akui ajaib memang harga worth it restorasi belum full mesin enakeun asli tahun bonus aksesoris pajak baru mati masih oke lah buat diperpanjang tinggal lanjutkan tipistipis,"['dapet', 'honda', 'facebook', 'marketplace', 'tempat', 'jualbeli', 'yg', 'daku', 'akui', 'ajaib', 'memang', 'harga', 'worth', 'it', 'restorasi', 'full', 'mesin', 'enakeun', 'asli', 'tahun', 'bonus', 'aksesoris', 'pajak', 'baru', 'mati', 'oke', 'lah', 'buat', 'diperpanjang', 'tinggal', 'lanjutin', 'tipistipis']","['dapet', 'honda', 'facebook', 'marketplace', 'tempat', 'jualbeli', 'yg', 'daku', 'akui', 'ajaib', 'memang', 'harga', 'worth', 'it', 'restorasi', 'full', 'mesin', 'enakeun', 'asli', 'tahun', 'bonus', 'aksesoris', 'pajak', 'baru', 'mati', 'oke', 'lah', 'buat', 'diperpanjang', 'tinggal', 'lanjutin', 'tipistipis']",positive
Udah lama pengen beli tanaman mint. Udah nyari kemana2 gk dapat. Akhirnya kemarin iseng cek marketplace Facebook. Eh ternyata ada yg jual. ,udah lama pengen beli tanaman mint udah nyari kemana gk dapat akhirnya kemarin iseng cek marketplace facebook eh ternyata ada yg jual,"['udah', 'lama', 'pengen', 'beli', 'tanaman', 'mint', 'udah', 'nyari', 'kemana', 'gk', 'dapat', 'akhirnya', 'kemarin', 'iseng', 'cek', 'marketplace', 'facebook', 'eh', 'ternyata', 'ada', 'yg', 'jual']",sudah lama ingin beli tanaman mint sudah mencari kemana tidak dapat akhirnya kemarin iseng cek marketplace facebook eh ternyata ada yang jual,"['udah', 'lama', 'pengen', 'beli', 'tanaman', 'mint', 'udah', 'nyari', 'gk', 'akhirnya', 'kemarin', 'iseng', 'cek', 'marketplace', 'facebook', 'eh', 'ternyata', 'yg', 'jual']","['udah', 'lama', 'pengen', 'beli', 'tanaman', 'mint', 'udah', 'nyari', 'gk', 'akhirnya', 'kemarin', 'iseng', 'cek', 'marketplace', 'facebook', 'eh', 'ternyata', 'yg', 'jual']",positive
Ada yg pernah beli barang elektronik di Facebook marketplace ga? Ada yg bisa kasih saran ttg jual beli disana?,ada yg pernah beli barang elektronik di facebook marketplace ga ada yg bisa kasih saran ttg jual beli disana,"['ada', 'yg', 'pernah', 'beli', 'barang', 'elektronik', 'di', 'facebook', 'marketplace', 'ga', 'ada', 'yg', 'bisa', 'kasih', 'saran', 'ttg', 'jual', 'beli', 'disana']",ada yang pernah beli barang elektronik di facebook marketplace tidak ada yang bisa kasih saran tentang jual beli disana,"['yg', 'pernah', 'beli', 'barang', 'elektronik', 'facebook', 'marketplace', 'ga', 'yg', 'kasih', 'saran', 'ttg', 'jual', 'beli', 'disana']","['yg', 'pernah', 'beli', 'barang', 'elektronik', 'facebook', 'marketplace', 'ga', 'yg', 'kasih', 'saran', 'ttg', 'jual', 'beli', 'disana']",positive
Ternyata marketplace facebook emang sakti apapun yang di jual ada aja yang nawar dan beli ,ternyata marketplace facebook emang sakti apapun yang di jual ada aja yang nawar dan beli,"['ternyata', 'marketplace', 'facebook', 'emang', 'sakti', 'apapun', 'yang', 'di', 'jual', 'ada', 'aja', 'yang', 'nawar', 'dan', 'beli']",ternyata marketplace facebook memang sakti apapun yang di jual ada saja yang nawar dan beli,"['ternyata', 'marketplace', 'facebook', 'emang', 'sakti', 'apapun', 'jual', 'aja', 'nawar', 'beli']","['ternyata', 'marketplace', 'facebook', 'emang', 'sakti', 'apapun', 'jual', 'aja', 'nawar', 'beli']",positive
Addition from me: 1. Ini manusia emang dasarnya penipu dia pernah jual beli laptop di marketplace facebook dan ngirimnya bukan laptop melainkan kardus :)) he took 20.000.000 lebih uang orang. 2. Ini pernah ada temennya yang nitipin jual laptop saudaranya ke dia dan dia mau -,addition from me ini manusia emang dasarnya penipu dia pernah jual beli laptop di marketplace facebook dan ngirimnya bukan laptop melainkan kardus he took lebih uang orang ini pernah ada temennya yang nitipin jual laptop saudaranya ke dia dan dia mau,"['addition', 'from', 'me', 'ini', 'manusia', 'emang', 'dasarnya', 'penipu', 'dia', 'pernah', 'jual', 'beli', 'laptop', 'di', 'marketplace', 'facebook', 'dan', 'ngirimnya', 'bukan', 'laptop', 'melainkan', 'kardus', 'he', 'took', 'lebih', 'uang', 'orang', 'ini', 'pernah', 'ada', 'temennya', 'yang', 'nitipin', 'jual', 'laptop', 'saudaranya', 'ke', 'dia', 'dan', 'dia', 'mau']",addition from me ini manusia memang dasarnya penipu dia pernah jual beli laptop di marketplace facebook dan ngirimnya bukan laptop melainkan kardus he took lebih uang orang ini pernah ada temennya yang nitipin jual laptop saudaranya ke dia dan dia mau,"['addition', 'from', 'me', 'manusia', 'emang', 'dasarnya', 'penipu', 'pernah', 'jual', 'beli', 'laptop', 'marketplace', 'facebook', 'ngirimnya', 'bukan', 'laptop', 'kardus', 'he', 'took', 'lebih', 'uang', 'orang', 'pernah', 'temennya', 'nitipin', 'jual', 'laptop', 'saudaranya', 'mau']","['addition', 'from', 'me', 'manusia', 'emang', 'dasarnya', 'penipu', 'pernah', 'jual', 'beli', 'laptop', 'marketplace', 'facebook', 'ngirimnya', 'bukan', 'laptop', 'kardus', 'he', 'took', 'lebih', 'uang', 'orang', 'pernah', 'temennya', 'nitipin', 'jual', 'laptop', 'saudaranya', 'mau']",positive
Gua percaya di facebook group &amp; marketplace adalah tempat jual beli yg lebih menarik dibanding olx. Nemu macem-macem &amp; harga yg sangat beragam,gua percaya di facebook group amp marketplace adalah tempat jual beli yg lebih menarik dibanding olx nemu macemmacem amp harga yg sangat beragam,"['gua', 'percaya', 'di', 'facebook', 'group', 'amp', 'marketplace', 'adalah', 'tempat', 'jual', 'beli', 'yg', 'lebih', 'menarik', 'dibanding', 'olx', 'nemu', 'macemmacem', 'amp', 'harga', 'yg', 'sangat', 'beragam']",saya percaya di facebook group amp marketplace adalah tempat jual beli yang lebih menarik dibanding olx nemu macemmacem amp harga yang sangat beragam,"['gua', 'percaya', 'facebook', 'group', 'amp', 'marketplace', 'tempat', 'jual', 'beli', 'yg', 'lebih', 'menarik', 'dibanding', 'olx', 'nemu', 'macemmacem', 'amp', 'harga', 'yg', 'sangat', 'beragam']","['gua', 'percaya', 'facebook', 'group', 'amp', 'marketplace', 'tempat', 'jual', 'beli', 'yg', 'lebih', 'menarik', 'dibanding', 'olx', 'nemu', 'macemmacem', 'amp', 'harga', 'yg', 'sangat', 'beragam']",positive
@ourfavchapter Asli kak? Aku kebetulan aktif di marketplace dan grup jual beli rumah dan emang dom bandung kota aku share nih di Facebook kalau diizinin kak.,asli kak aku kebetulan aktif di marketplace dan grup jual beli rumah dan emang dom bandung kota aku share nih di facebook kalau diizinin kak,"['asli', 'kak', 'aku', 'kebetulan', 'aktif', 'di', 'marketplace', 'dan', 'grup', 'jual', 'beli', 'rumah', 'dan', 'emang', 'dom', 'bandung', 'kota', 'aku', 'share', 'nih', 'di', 'facebook', 'kalau', 'diizinin', 'kak']",asli kak saya kebetulan aktif di marketplace dan grup jual beli rumah dan memang dom bandung kota saya bagikan ini di facebook kalau diizinin kak,"['asli', 'kak', 'aku', 'kebetulan', 'aktif', 'marketplace', 'grup', 'jual', 'beli', 'rumah', 'emang', 'dom', 'bandung', 'kota', 'aku', 'share', 'nih', 'facebook', 'kalau', 'diizinin', 'kak']","['asli', 'kak', 'aku', 'kebetulan', 'aktif', 'marketplace', 'grup', 'jual', 'beli', 'rumah', 'emang', 'dom', 'bandung', 'kota', 'aku', 'share', 'nih', 'facebook', 'kalau', 'diizinin', 'kak']",positive
